"filename","min","max","mean","median","sd","skewness","kurtosis"
"Kodak_M1063_3_11817.dat",-2147483583,2147483203,-8212357.04462863,415682.5,1239776443.6844,0.000260164397672004,1.80391736498073
"Kodak_M1063_3_11818.dat",-2147483583,2147483076,-7756869.76687268,833407,1239450161.27618,-0.000408534949113809,1.80497279881532
"Kodak_M1063_3_11819.dat",-2147483453,2147483587,-8133639.53321183,508547,1239612727.51994,4.62578928500439e-05,1.80473142844457
"Kodak_M1063_3_11820.dat",-2147483452,2147482691,-7764153.26599128,785857,1239261897.36845,-0.000171361692998089,1.8050498369383
"Kodak_M1063_3_11821.dat",-2147483581,2147482051,-8375403.99558005,432575,1239610801.94038,0.000111188411396592,1.80469655584513
"Kodak_M1063_3_11822.dat",-2147483452,2147483330,-7885174.39882186,590787.5,1239283473.3217,5.70839880450894e-05,1.80505634824229
"Kodak_M1063_3_11907.dat",-2147483581,2147482948,-8263339.23483921,319423.5,1239402371.61706,-1.05016031746937e-05,1.80497578061249
"Kodak_M1063_3_11908.dat",-2147483454,2147483203,-7700434.45299569,974082,1239415795.55972,-0.00080510867627604,1.80459385674596
"Kodak_M1063_3_11909.dat",-2147483583,2147483331,-7999022.47972821,642113.5,1239374459.08251,-0.000111616958547195,1.80509223933861
"Kodak_M1063_3_11910.dat",-2147483584,2147483584,-7946812.42456617,640450,1239563334.58724,-0.00033695201663765,1.80472106069569
"Kodak_M1063_3_11911.dat",-2147483583,2147483203,-7538567.27178207,1059203.5,1239868027.47286,-0.000816145404047667,1.80400355433163
"Kodak_M1063_3_11912.dat",-2147483583,2147483203,-8180844.14014793,478083,1239483431.68023,0.000196963590897361,1.80487944101508
"Kodak_M1063_3_11913.dat",-2147483580,2147483586,-7928308.86185576,568001.5,1239478215.68273,-4.84181623346566e-05,1.80477545235626
"Kodak_M1063_3_11914.dat",-2147483583,2147483332,-8705640.59599543,138756,1239653565.24777,0.000972103314155921,1.80456523726292
"Kodak_M1063_3_11915.dat",-2147483583,2147483203,-7698121.84671931,772928,1239275482.91861,-0.000630019078746504,1.80488568114576
"Kodak_M1063_3_11916.dat",-2147483328,2147483203,-7914158.23061229,651137,1239408764.47755,8.69442847948421e-05,1.8052246135292
"Kodak_M1063_3_11917.dat",-2147483582,2147483587,-7895008.33061346,870273,1239378866.40199,-0.000315048415591696,1.80495689926161
"Kodak_M1063_3_11918.dat",-2147483581,2147483331,-7852419.4895366,812927,1239574583.21752,-0.000517420263549075,1.80443166005671
"Kodak_M1063_3_12003.dat",-2147483580,2147481667,-8182507.21932813,523905.5,1239570415.29812,-0.000249972805802095,1.80443930357063
"Kodak_M1063_3_12004.dat",-2147483586,2147483587,-8603677.17792749,340930,1239285038.74854,0.000475862353995213,1.80514885022357
"Kodak_M1063_3_12005.dat",-2147483455,2147483202,-8342853.03401591,286403.5,1239177829.98179,0.000267333988637911,1.80534615046214
"Kodak_M1063_3_12006.dat",-2147483583,2147483587,-8003241.78965409,403073.5,1239199981.33458,8.79829886456384e-05,1.80530626739092
"Kodak_M1063_3_12007.dat",-2147483585,2147483459,-8083259.06931286,605698.5,1239444402.82167,-0.000150691855377955,1.80518010020368
"Kodak_M1063_3_12008.dat",-2147483580,2147483460,-8049526.37490773,807811,1239524328.87967,-0.000448433588991281,1.80453305846751
"Kodak_M1063_3_12009.dat",-2147483584,2147482563,-8226909.1238502,530435,1239440233.7144,0.000128296426830268,1.80473633181834
"Kodak_M1063_3_12010.dat",-2147483452,2147483075,-8378902.21241014,313728.5,1239507409.95988,0.000142494903344342,1.80489217013866
"Kodak_M1063_3_12011.dat",-2147483582,2147483459,-8114161.0036402,370307,1239616524.98953,0.000253399151689449,1.80477191067362
"Kodak_M1063_3_12012.dat",-2147483580,2147483457,-7683330.09533819,741633.5,1239508655.93784,-0.000460761908622147,1.80488318606933
"Kodak_M1063_3_12013.dat",-2147483583,2147482691,-8182958.77987996,405183.5,1239375017.5189,5.60017205054174e-05,1.80480915207886
"Kodak_M1063_3_12014.dat",-2147483583,2147483073,-8465876.51795584,340929.5,1239464764.9086,0.000472387461078794,1.80503361156562
"Kodak_M1063_4_12028.dat",-2147483583,2147483202,-7776154.34635258,933761,1239222927.89216,-0.000503330664488919,1.80521667084827
"Kodak_M1063_4_12029.dat",-2147483580,2147482946,-8127862.47276855,279359,1239430465.75204,0.000288796920344896,1.8051406948893
"Kodak_M1063_4_12030.dat",-2147483586,2147483458,-7278649.76624698,1020992.5,1239763944.39538,-0.000778694516511367,1.80437298924407
"Kodak_M1063_4_12031.dat",-2147483584,2147483075,-7977257.86503568,774912.5,1239526441.13692,-5.79685334539682e-05,1.80511545372815
"Kodak_M1063_4_12032.dat",-2147483583,2147483074,-7830367.6342399,633729.5,1239234334.15773,-6.26211288751147e-05,1.80526947904648
"Kodak_M1063_4_12033.dat",-2147483584,2147483586,-8398853.20472864,74625.5,1239310182.93411,0.000551269800000039,1.80496940799328
"Kodak_M1063_4_12034.dat",-2147483457,2147483202,-8359141.72916597,283265.5,1239537679.8157,0.000191892679138372,1.80478056003445
"Kodak_M1063_4_12035.dat",-2147483585,2147483202,-8594218.76599094,125568,1239246509.51239,0.000663537598146602,1.80548175350937
"Kodak_M1063_4_12036.dat",-2147483581,2147483587,-8039573.35998705,433983.5,1239482544.32832,4.2843002901604e-05,1.80468558029463
"Kodak_M1063_4_12037.dat",-2147483454,2147483459,-7654876.03481512,833792.5,1239225085.20428,-0.000280964332527678,1.80539115414154
"Kodak_M1063_4_12038.dat",-2147483583,2147483459,-7918058.44647169,769921,1239469872.27959,-0.000195791598524377,1.80470014982114
"Kodak_M1063_4_12039.dat",-2147483456,2147483459,-8277243.02669448,336450,1239702255.06842,0.000492970394973323,1.80476241246826
"Kodak_M1063_4_12040.dat",-2147483455,2147483076,-8123572.68526728,500418,1239551544.5515,0.000307085759880958,1.80512534801664
"Kodak_M1063_4_12041.dat",-2147483583,2147483587,-8246682.22589454,344642,1239364667.6275,0.00023172266935547,1.80490572438856
"Kodak_M1063_4_12042.dat",-2147483580,2147482562,-8217279.80301543,257282,1239604318.53692,0.000568989855487613,1.80447757483509
"Kodak_M1063_4_12043.dat",-2147483581,2147483460,-7952683.41467956,529662,1239446774.16579,0.00013426331173445,1.80474740975607
"Kodak_M1063_4_12044.dat",-2147483580,2147483587,-8052236.57329745,579202.5,1239309883.56027,0.000102495545680766,1.805283262849
"Kodak_M1063_4_12092.dat",-2147483069,2147483459,-7640796.46885667,860866.5,1239258897.92501,-0.000148052688776163,1.80567726042484
"Kodak_M1063_4_12093.dat",-2147483584,2147482947,-7450386.38979614,835648.5,1239540312.20199,-0.000644948691350392,1.80500260098408
"Kodak_M1063_4_12094.dat",-2147483580,2147483457,-7796125.92894415,574210,1239186626.40182,-9.76468851206732e-05,1.80510023009896
"Kodak_M1063_4_12095.dat",-2147483583,2147483074,-7624346.92758568,737794,1239248052.47943,-0.000435841570663784,1.80517855327713
"Kodak_M1063_4_12100.dat",-2147483583,2147482691,-8101338.93617386,699971.5,1239305241.77361,-7.2357646525536e-05,1.80501674989372
"Kodak_M1063_4_12101.dat",-2147483583,2147483459,-7710445.42765843,843202.5,1239019985.86701,-0.000324439809295674,1.80566657491582
"Kodak_M1063_4_12102.dat",-2147483455,2147482434,-8154229.91469923,467971,1239258174.94628,-5.73068838284289e-05,1.80531535487869
"Kodak_M1063_4_12103.dat",-2147483581,2147483459,-7329785.91799524,1150532,1239790012.5814,-0.000579777598524343,1.80447709010011
"Kodak_M1063_4_12104.dat",-2147483456,2147483202,-8000582.81782017,543106,1239530881.43138,-5.65985763407559e-06,1.80426826806715
"Kodak_M1063_4_12105.dat",-2147483454,2147483074,-7780294.63584766,705087,1239400186.5484,-0.000330076411138356,1.80493159359803
"Kodak_M1063_4_12106.dat",-2147483452,2147483075,-8287260.90082034,275905,1239047093.25216,0.000563095265326863,1.80563302391617
"Kodak_M1063_4_12507.dat",-2147483453,2147483460,-7729134.76513005,964739,1239439439.05643,-0.000592753712481576,1.80461582068414
"Kodak_M1063_4_12508.dat",-2147483580,2147483460,-7686279.37850453,860354.5,1239327621.56194,-0.000450550518154782,1.80513118644331
"Kodak_M1063_4_12509.dat",-2147483582,2147483460,-7912604.11439269,753473,1239615002.59061,-0.000420991542715,1.80481572555733
"Kodak_M1063_4_12510.dat",-2147483582,2147483587,-8083831.41600501,406721,1239302309.52458,0.000237386195102833,1.80484878988734
"Kodak_M1063_4_12511.dat",-2147483456,2147483458,-8357076.4143679,67584,1239380740.32688,0.000708618547613933,1.80510990385538
"Kodak_M1063_4_12512.dat",-2147483455,2147483331,-8189066.53265575,565122.5,1239317995.74625,0.000108687416721935,1.80513228267599
"Kodak_M1063_4_12513.dat",-2147483581,2147483073,-8469787.41769893,288255.5,1239485925.47755,0.000356941187481211,1.80465878537957
"Kodak_M1063_4_12559.dat",-2147483581,2147483588,-8532791.86644872,279682,1239548944.44512,0.000536065016100193,1.80444848397404
"Kodak_M1063_4_12560.dat",-2147483583,2147482947,-8120656.91473389,461764.5,1239372748.98297,0.000309844957910947,1.80535585320094
"Kodak_M1063_4_12561.dat",-2147483581,2147483459,-8059698.23262591,580351,1239580318.48884,0.000187983843368876,1.80468446822257
"Kodak_M1063_4_12562.dat",-2147483581,2147483459,-7942922.86014134,714434,1239385369.01253,-0.000274851723568128,1.80522001904525
"Kodak_M1063_4_12563.dat",-2147483584,2147483587,-7855999.52943258,763587,1239405383.81028,-6.16636806657652e-05,1.80469614932579
"Kodak_M1063_4_12564.dat",-2147483579,2147482562,-7567956.95767212,609283,1239660571.1296,-9.06391049529422e-05,1.80445133396284
"Kodak_M1063_4_12565.dat",-2147483457,2147481155,-8014705.39506938,542977,1239305016.10433,4.45456832434291e-05,1.80502455249618
"Kodak_M1063_4_12566.dat",-2147483452,2147483332,-7763442.55522456,770435,1239432035.91699,-0.000483898118537256,1.80498168467765
"Kodak_M1063_4_12567.dat",-2147483324,2147483331,-7864879.93153099,672192,1239043015.04255,-0.000426815470006738,1.80578858303588
"Kodak_M1063_4_12659.dat",-2147483580,2147483459,-8271347.59774531,300995.5,1239252293.8844,0.000205901137073356,1.80524214431219
"Kodak_M1063_4_12660.dat",-2147483451,2147483074,-8140010.81283043,699200,1239179439.24829,-9.15204268580287e-05,1.80529923846874
"Kodak_M1063_4_12661.dat",-2147483452,2147483075,-7690983.88142205,831170,1239353749.11733,-0.000337842880134916,1.80493406724361
"Kodak_M1063_4_12662.dat",-2147483581,2147483457,-7699884.93519741,700928.5,1239227867.54089,-0.000352754468519949,1.80540707446552
"Kodak_M1063_4_12663.dat",-2147483452,2147482563,-7790773.38732953,735554.5,1239560344.42974,-0.000261022769618258,1.80485698015268
"Kodak_M1063_4_12664.dat",-2147483583,2147482307,-7230744.63700322,1099009,1239098533.68295,-0.000724995658211275,1.80560694744719
"Kodak_M1063_4_12665.dat",-2147483583,2147483587,-8619893.1947732,376193.5,1239438293.00534,0.000298973233955956,1.80498720928219
"Kodak_M1063_4_12666.dat",-2147483583,2147483203,-8151363.93957639,596675.5,1239671039.15699,-0.000177848105641731,1.80460157393037
"Kodak_M1063_4_12667.dat",-2147483583,2147483587,-8406943.37278263,362113.5,1239273542.19181,0.000201565225344931,1.80534980947454
"Kodak_M1063_4_12668.dat",-2147483585,2147482819,-8163236.08763395,634178.5,1239337738.23769,-0.000149433884598685,1.80522680400501
"Kodak_M1063_4_12669.dat",-2147483580,2147483203,-7928153.87294486,485246.5,1239720362.22811,-2.22206665383608e-05,1.80457105293056
"Kodak_M1063_4_12670.dat",-2147483581,2147483204,-7829066.52684113,810050,1239400914.65816,-0.000326359029315287,1.80545452275885
"Kodak_M1063_4_12671.dat",-2147483582,2147483587,-7764298.2807472,795969,1239126266.881,-0.000741738413735045,1.80534517699495
"Kodak_M1063_4_12758.dat",-2147483581,2147483331,-7837327.19133546,701505,1239358709.54751,6.22329653044798e-07,1.80498294912781
"Kodak_M1063_4_12759.dat",-2147483452,2147483586,-7879429.20386383,501763,1239250392.22981,0.000112037138203016,1.80491944577188
"Kodak_M1063_4_12760.dat",-2147483585,2147483459,-8329649.35567198,355650,1239161405.45166,0.000386325060163317,1.80516051794813
"Kodak_M1063_4_12761.dat",-2147483580,2147482819,-7967739.57245817,634883.5,1239556867.32702,-0.00021369583164016,1.80460133425204
"Kodak_M1063_4_12762.dat",-2147483330,2147483330,-8593089.02277848,84674,1239270249.18414,0.0007463483955809,1.80510898689435
"Kodak_M1063_4_12763.dat",-2147483580,2147483586,-7715229.38002946,648002,1239255074.62726,5.10160822525084e-06,1.80538351034987
"Kodak_M1063_4_12764.dat",-2147483581,2147483586,-8139777.89974651,503809.5,1239387607.202,-3.24621738723525e-05,1.80500575136666
"Kodak_M1063_4_12765.dat",-2147483455,2147483587,-7712394.27036157,731202,1239346515.00785,-0.000310086956266626,1.80517809830525
"Kodak_M1063_4_12766.dat",-2147483582,2147482178,-8181436.99026679,429759.5,1239721043.75861,0.000229370450176761,1.80447258134421
"Kodak_M1063_4_12767.dat",-2147483581,2147483587,-8334381.88973248,348483.5,1239308410.14987,0.00037129844056674,1.80515353375399
"Kodak_M1063_4_12768.dat",-2147483586,2147483587,-7622805.87480698,736193,1239056052.04774,-0.000283005857439848,1.80559435506241
"Kodak_M1063_4_12769.dat",-2147483583,2147483587,-8006802.43011005,674369,1239021270.46153,-5.76456722617366e-06,1.80578529185745
